header,location,locationCrumbs,price,description,type,listNumber,specificId,urlStub,cashFlow,listingTypeId,ebitda,financingTypeId,leaseRateDuration,leaseRatePerSquareFoot,searchOffset,adLevelId,siteSpecificId,isDiamondReinforcement,brokerCompany,brokerIntroduction,brokerContactPhoto,brokerContactFullName,isInlineAd,listingPriceReduced,contactInfo,detailRequests,diamondMetaData,region,hotProperty,recentlyUpdated,recentlyAdded,isInlineBroker,brokerCompanyPhoto,brokerCertifications,realEstateIncludedInAskingPrice,initialFee,initialCapital,externalUrl,auctionStartDate,auctionEndDate,auctionDateDisplay,auctionPlacardHighlights,account,activeListingsCount,soldListingsCount,isFdResale,userTypeId,relatedSearchUrlStub,expirationTypeId,advertiserId,placementTypeId,sponsorLevelId,categoryDetails
"The world is your oyster, a turn key entertainment business (HIGH ROI)","Woodbridge Township, NJ",,339000,Incredible Business Opportunity – JoyJumps Bounce Park Step into ownership of a thriving seasonal (or year-round) business with massive potential for growth. Whether you’re looking to run a profitable...,1,2295867,2295867,https://www.bizbuysell.com/business-opportunity/the-world-is-your-oyster-a-turn-key-entertainment-business-high-roi/2295867/,,40,,0,40,,79,1,2295867,,,,,,,FALSE,,,,NJ,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established Serviced Base Business With Hundreds of Clients,"Las Vegas, NV",,800000,"AAA Cutting Board Specialist LLC is a mobile, on-site cutting board resurfacing and replacement company serving commercial kitchens across Nevada. Our self-contained mobile units ensures zero...",1,2259466,2259466,https://www.bizbuysell.com/business-opportunity/established-serviced-base-business-with-hundreds-of-clients/2259466/,342000,40,,0,40,,80,1,2259466,,,,,,,FALSE,,,,NV,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established One-on-One Brain Training Center,"Fishers, IN",,125000,Great opportunity to take over this existing and established business! You will leave a lasting impact on lives of others in a business full of heart. This is not a tutoring center! There is no other...,4,2386209,2386209,https://www.bizbuysell.com/business-opportunity/established-one-on-one-brain-training-center/2386209/,57000,40,,0,,3400,81,4,2386209,,,,,,,FALSE,,,,IN,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Blue Coast Savings Consultants,Available in Multiple Locations,,23900,"There is NO better business model that is designed to excel in inflation, recession, and uncertain times. We help you create the ultimate MONTHLY cash flow for years by helping companies save money when they need it. Buy a SMARTER business model, especially NOW.",-1,54,54,/franchise-for-sale/blue-coast-savings-consultants/,,-1,,,,,-1,-1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/business-opportunities-franchise/,,,,,
Established And Profitable Restore Hyper Wellness,"Ann Arbor, MI",,400000,"Buy this existing franchise business for less than starting new. Save 6 months of site selection and 6 months of buildout time. The hard part is done for you, and you’ll get to focus on continued...",4,2386207,2386207,https://www.bizbuysell.com/business-opportunity/established-and-profitable-restore-hyper-wellness/2386207/,114000,40,,0,,,82,4,2386207,,,,,,,FALSE,,,,MI,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Established Pizza Franchise for sale,"Mercer Island, WA",,150000,"*FOR SALE BY OWNER* *SERIOUS INQUIRES ONLY* *FIRM ON PRICE* *MUST READ* The Mercer Island Sahara Pizza is now for sale at an unbeatable price! For only $150,000 you can own your very own pizzeria on...",1,2386186,2386186,https://www.bizbuysell.com/business-opportunity/established-pizza-franchise-for-sale/2386186/,,40,,0,40,4500,83,1,2386186,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Lab Testing Franchise-Priced Less Than New,"Glen Allen, VA",,125000,"The rise of healthcare consumerism has boosted the fortunes of small businesses opportunities like Any Lab Test Now, who operate independently from the larger providers. This business model is...",4,2386182,2386182,https://www.bizbuysell.com/business-opportunity/lab-testing-franchise-priced-less-than-new/2386182/,85000,40,,0,,3027,84,4,2386182,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Wholesale Distributor And Retailer Of Vape Accessories,"Denver, CO",,100000,"This business is a leading wholesale distributor specializing in vaping hardware, supplies, and accessories. Their extensive product line includes an FDA-registered e-liquid brand. While their primary...",4,2386175,2386175,https://www.bizbuysell.com/business-opportunity/wholesale-distributor-and-retailer-of-vape-accessories/2386175/,30000,40,,0,,,85,4,2386175,,,,,,,FALSE,,,,CO,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Appleton LearningRx Brain Training Center Franchise,"Appleton, WI",,250000,Own one of the Flagship LearningRx Brain Training Franchise Territories. You will leave a lasting impact on lives of others in a business full of heart. This is not a tutoring center and is unlike...,4,2386173,2386173,https://www.bizbuysell.com/business-opportunity/appleton-learningrx-brain-training-center-franchise/2386173/,136000,40,,0,,1400,86,4,2386173,,,,,,,FALSE,,,,WI,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
20 Years Same Location-Steps Away From The World-Famous London Bridge,"Lake Havasu City, AZ",,395000,"The Flip Flop Shop is a highly successful, reputable retail store in Lake Havasu City, Az., and is a go-to for locals and tourists alike. The Flip Flop Shop specializes in high quality hard-to-find...",1,2384287,2384287,https://www.bizbuysell.com/business-opportunity/20-years-same-location-steps-away-from-the-world-famous-london-bridge/2384287/,143000,40,,0,40,2137,87,1,2384287,,,,,,,FALSE,,,,AZ,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
ATM ROUTE - Profitable Passive Income Turnkey Business Opportunity,"Riverside County, CA",,50000,"Own a profitable 18 locations ATM route business in the high-traffic, tourist-heavy Coachella Valley, home to world-renowned events like the Coachella and Stagecoach Music Festivals! This is a rare...",1,2384907,2384907,https://www.bizbuysell.com/business-opportunity/atm-route-profitable-passive-income-turnkey-business-opportunity/2384907/,25000,40,,0,40,,88,1,2384907,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Retail Pool Store,"Lakeland, FL",,75000,The store has a detached metal warehouse as well. Located on 98N in Lakeland. Lots of opportunity for growth and expansion. There are more than 5000 homes with pools north of I-4 defining the...,1,2384604,2384604,https://www.bizbuysell.com/business-opportunity/retail-pool-store/2384604/,,40,,0,40,4260,89,1,2384604,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Tuscany-themed Salon in Historic Old Town Temecula, CA for Sale","Temecula, CA",,150000,"Established Tuscany-themed salon in the heart of historic Old Town Temecula, successfully operating since 2013. This unique full-service hair and makeup salon has earned recognition as the area's...",1,2384275,2384275,https://www.bizbuysell.com/business-opportunity/tuscany-themed-salon-in-historic-old-town-temecula-ca-for-sale/2384275/,,40,,1,40,1966,90,1,2384275,,,,,,,FALSE,,,,CA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Home Cleaning Centers of America,Available in Multiple Locations,,70000,"You can look at every industry out there, investigate every franchise opportunity in those industries and, we promise you, you’ll have a hard time finding a single one with all the advantages offered by HCCA.",-1,173,173,/franchise-for-sale/home-cleaning-centers-of-america/,,-1,,,,,-1,-1,729,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/cleaning-and-maintenance-franchise/,,,,,
Package Vault Security Business,"Maricopa County, AZ",,200000,"Have you ever come home to a pile of packages that have been sitting out in the rain? Or had your packages left in an unsafe place? If so, you know how frustrating it can be to miss a delivery....",1,2381713,2381713,https://www.bizbuysell.com/business-opportunity/package-vault-security-business/2381713/,52952,40,52952,1,40,,91,1,2381713,,,,,,,FALSE,,,,AZ,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Great Owner/Operator Turnkey Franchise Opportunity!! Well Established,"Cole County, MO",,140000,"Well established PITA PIT SANDWICH SHOP FRANCHISE built on outstanding service and quality. Our business is diversified into several revenue streams such as in-store counter sales, online ordering,...",1,2296602,2296602,https://www.bizbuysell.com/business-opportunity/great-owner-operator-turnkey-franchise-opportunity-well-established/2296602/,,40,,0,40,1500,92,1,2296602,,,,,,,FALSE,,,,MO,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Dynamic DJ, VJ, Photobooth Business with Trailer","Bristol, PA",,45000,"DYNAMIC DJ, VJ, PHOTOBOOTH BUSINESS WITH TRAILER - BRISTOL, PA Turnkey entertainment business specializing in DJ services, video DJ capabilities, and photobooth rentals. This relocatable operation...",1,2380214,2380214,https://www.bizbuysell.com/business-opportunity/dynamic-dj-vj-photobooth-business-with-trailer/2380214/,25000,40,,0,40,,93,1,2380214,,,,,,,FALSE,,,,PA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"The UPS Store - Boise, Idaho - Blue Horizon","Boise, ID",,175000,"Established UPS Store franchise opportunity in Boise, Idaho, operating successfully since 1993. This well-positioned retail location generates $323,000 in annual revenue with established customer...",1,2386542,2386542,https://www.bizbuysell.com/business-opportunity/the-ups-store-boise-idaho-blue-horizon/2386542/,21482,40,,0,40,2475,94,1,2386542,,,,,,,FALSE,,,,ID,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,47612,0,0,0,60,,0,,,,
Established Southwest Carrier Neutral Datacenter,"El Paso, TX",,2000000,"• Established Presence: Operational carrier hotel with 5 years with a proven track record of excellence in providing secure, scalable, and reliable data center services. • Prime Location:...",1,2386663,2386663,https://www.bizbuysell.com/business-asset/established-southwest-carrier-neutral-datacenter/2386663/,,30,,0,,,95,1,2386663,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Great Wooster OH Franchise Territory Asset Sale - Fast Growing Brand!,"Wooster, OH",,58000,--> Great opportunity with a fast-growing home-services franchisor to buy a territory expansion area. The existing franchisee is remaining in the system but has decided to focus on their core area and...,4,2386425,2386425,https://www.bizbuysell.com/business-asset/great-wooster-oh-franchise-territory-asset-sale-fast-growing-brand/2386425/,,30,,0,,,96,4,2386425,,,,,,,FALSE,,,,OH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,39894,0,0,0,40,,0,,,,
Great Youngstown OH 2-Pack Franchise Asset Sale - Fast Growing Brand!,"Youngstown, OH",,105000,"--> Great opportunity with a fast-growing home-services franchisor to buy a two-territory expansion area in the Youngstown / Warren, Ohio market area. The existing franchisee is remaining in the...",4,2386421,2386421,https://www.bizbuysell.com/business-asset/great-youngstown-oh-2-pack-franchise-asset-sale-fast-growing-brand/2386421/,,30,,0,,,97,4,2386421,,,,,,,FALSE,,,,OH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,39894,0,0,0,40,,0,,,,
Great Toledo OH 4-Pack Franchise Asset Sale - Fast Growing Brand!,"Toledo, OH",,179000,--> Great opportunity with a fast-growing home-services franchisor to buy a four-territory expansion area. The existing franchisee is remaining in the system but has decided to focus on their core...,4,2386419,2386419,https://www.bizbuysell.com/business-asset/great-toledo-oh-4-pack-franchise-asset-sale-fast-growing-brand/2386419/,,30,,0,,,98,4,2386419,,,,,,,FALSE,,,,OH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,39894,0,0,0,40,,0,,,,
Profitable Rita’s Italian Ice Franchise,"Philadelphia, PA",,140000,"Established customer base, steady cash flow, and seasonal favorite with strong brand recognition – perfect for owner-operator or investor....",1,2386376,2386376,https://www.bizbuysell.com/business-asset/profitable-ritas-italian-ice-franchise/2386376/,,30,,1,,,99,1,2386376,,,,,,,FALSE,,,,PA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Junk King,Available Nationwide,,50000,"Junk King, a Neighborly company, is the nation's leading junk removal franchise. With us, your path to business ownership can experience the royal treament!
",-1,1179,1179,/franchise-for-sale/junk-king/,,-1,,,,,-1,-1,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/home-services-franchise/,,,,,
ASSET SALE - Macaron store in Southcenter Mall,"Tukwila, WA",,100000,ASSET SALE – Macaron store located inside the high-traffic Southcenter Mall! Turnkey opportunity to own a charming 300 sq ft retail space in one of the most popular shopping destinations. Ideal for...,3,2386401,2386401,https://www.bizbuysell.com/business-asset/asset-sale-macaron-store-in-southcenter-mall/2386401/,,30,,0,,,250,3,2386401,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,40413,0,0,0,40,,0,,,,
7% cap rate/5.6 Acres Zoned Heavy Machinery/Owner Finance,"Volusia County, FL",,1750000,"5.6 acres, zoned for heavy machinery—ideal for industrial operations, equipment storage, logistics, or construction staging. Site Condition: Completely cleared and professionally fenced, offering...",3,2386880,2386880,https://www.bizbuysell.com/business-real-estate-for-sale/7-cap-rate-5-6-acres-zoned-heavy-machinery-owner-finance/2386880/,,50,,1,,,251,3,2386880,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,4066,0,0,0,40,,0,,,,
SG 11000 Texas Fort Worth Land for Sale,"Tarrant County, TX",,450000,"Texas Ft Worth Land for Sale Are you seeking profitable land in Fort Worth, Texas? This 0.65-acre land offers a great location on a busy road. Positioned on a State interstate, it guarantees high...",3,2386866,2386866,https://www.bizbuysell.com/business-real-estate-for-sale/sg-11000-texas-fort-worth-land-for-sale/2386866/,,50,,0,,,252,3,2386866,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,8517,0,0,0,40,,0,,,,
Exceptional Opportunity - Rare Commercial Marina On Lake Sunapee!,"Sunapee, NH",,3900000,"An exceptional opportunity to own a rare commercial marina on Lake Sunapee, ideally located in the village of Georges Mills. This waterfront property spans 0.86 acres with approximately 205 feet of...",3,2386720,2386720,https://www.bizbuysell.com/business-real-estate-for-sale/exceptional-opportunity-rare-commercial-marina-on-lake-sunapee/2386720/,,50,,0,,,253,3,2386720,,,,,,,FALSE,,,,NH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,18606,0,0,0,40,,0,,,,
"Real Estate, Brewery and 25-year SBA Pre-Approved Loan","Tuolumne County, CA",,1375000,"Real Estate, Brewery and 25-year SBA Pre-Approved Loan for this Business & Property Opportunity in Tuolumne County RRC# 5059 Location: Tuolumne County Description: SBA 25-year term loan pre-approved...",3,2386555,2386555,https://www.bizbuysell.com/business-real-estate-for-sale/real-estate-brewery-and-25-year-sba-pre-approved-loan/2386555/,,50,,0,,,254,3,2386555,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1369,0,0,0,40,,0,,,,
.23 Acre Close to World Equestian Center,"Ocala, FL",,24500,"Check this out before its gone! .23 Acre Homesite in Marion County’s horse capitol. Good neighbors and new construction close by. Ready for your custom home, mobile home or Investment! Enjoy this...",3,2386524,2386524,https://www.bizbuysell.com/business-real-estate-for-sale/23-acre-close-to-world-equestian-center/2386524/,,50,,0,,,255,3,2386524,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33234,0,0,0,40,,0,,,,
Super Walmart Shopping Center Area,"Ocala, FL",,750000,"Busy Prime Location on Highway 484, across road from Super Walmart Shopping Center. Low Taxes, Minutes to the bustling historic downtown Ocala & The Villages with ample shopping, restaurants, schools,...",3,2386520,2386520,https://www.bizbuysell.com/business-real-estate-for-sale/super-walmart-shopping-center-area/2386520/,,50,,0,,,256,3,2386520,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33234,0,0,0,40,,0,,,,
Ocala 4.27 Acre Prime B4 High Opportunity,"Ocala, FL",,1200000,"Permitted Uses (including all the permitted uses in B-1 & B-2):Agricultural chemical, fertilizer sales, including application companies. Agricultural farm equipment, tools, implements, machinery,...",3,2386517,2386517,https://www.bizbuysell.com/business-real-estate-for-sale/ocala-4-27-acre-prime-b4-high-opportunity/2386517/,,50,,0,,,257,3,2386517,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33234,0,0,0,40,,0,,,,
"520k income yr Resttaurant,Building HartOfCity,Canbe Hotel, Fairfax VA","Fairfax County, VA",,13500000,"Located busy commercial area. clean, large enough (2 acre land) to built hotel or retail shops. Currently has restaurant....",3,2386189,2386189,https://www.bizbuysell.com/business-real-estate-for-sale/520k-income-yr-resttaurant-building-hartofcity-canbe-hotel-fairfax-va/2386189/,,50,,0,,,258,3,2386189,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,25147,0,0,0,40,,0,,,,
Turnkey Weight-Loss Center in Bergen County - Primed for Growth,,,,Only 5-Star Reviews on Google! A perfect fit for a nurse practitioner or wellness professional ready to step into ownership with minimal upfront risk! Open for less than a year but has a good base of...,3,2386446,2386446,https://www.bizbuysell.com/start-up-business/turnkey-weight-loss-center-in-bergen-county-primed-for-growth/2386446/,,20,,1,,,259,3,2386446,,,,,,,FALSE,,,,,FALSE,FALSE,TRUE,,,,FALSE,25000,,,,,,,,0,0,0,,,0,,,,
SWTHZ,Available in Multiple Locations,,500000,"A premium Health & Wellness franchise with industry-leading ROI. Deliver advanced self-care experiences fostering universal recovery and well-being.
",-1,3047,3047,/franchise-for-sale/swthz/,,-1,,,,,-1,-1,4948,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/beauty-and-fitness-franchise/,,,,,
Vacant Industrial Facility near the Border,"Del Rio, TX",,100000,"48,077 SF Distribution For Sale...",6,29208828,29208828,https://www.bizbuysell.com/business-auction/vacant-industrial-facility-near-the-border/29208828/,,90,,,,,0,5,29208828,,,,,,,FALSE,,,,TX,FALSE,FALSE,FALSE,,,,TRUE,,,https://www.ten-x.com/listing/11-finegan-rd-del-rio-tx-78840/29208828/?utm_source=BizBuySell&utm_medium=DigitalPublisher&utm_campaign=SRPPlacardRegToBid-AssetMarketing-NA-NA&utm_content=SIID0000-PID0002-NON-0000-NA-TID0000,7/14/25 12:00,,"July 14-16, 2025","['2.5 miles to port with highway access', 'Ideal vacant distribution center by airport', 'Starting bid $100,000']",,0,0,0,,,0,,,,
49% ownership of established boutique personal training business,"Culver City, CA",,100000,"Essers of Los Angeles was established in 2015 in Culver City, California. We recently celebrated our 10-year anniversary. Essers has built a great culture and community with very strong client...",1,2383526,2383526,https://www.bizbuysell.com/business-asset/49-ownership-of-established-boutique-personal-training-business/2383526/,,30,,0,,,100,1,2383526,,,,,,,FALSE,,,,CA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Turnkey 4-Unit Airbnb Business for Sale in Prime Arizona Location,"San Marcos, CA",,52100,"Turnkey 4-Unit Airbnb Business – Profitable from Day One, Priced to Sell Fast *PICTURE ON AD IS NOT ACTUAL PHOTO OF PROPERTY* *PROPERTIES ARE LEASED NOT OWNED PLEASE BE ADVISED THESE ARE SINGLE UNITS*...",1,2386137,2386137,https://www.bizbuysell.com/business-real-estate-for-sale/turnkey-4-unit-airbnb-business-for-sale-in-prime-arizona-location/2386137/,,50,,0,,,101,1,2386137,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Home Staging and Furniture Sales Business,,,,"This successful home staging and furniture sales company specializes home staging for real estate agents and in model homes for builders. Known for high-end design and fast execution, it helps...",1,2385802,2385802,https://www.bizbuysell.com/start-up-business/home-staging-and-furniture-sales-business/2385802/,,20,,1,,,102,1,2385802,,,,,,,FALSE,,,,,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
The Golden Croissant – Specialty Croissant Kiosk in Sawgrass Mills,,,,"SERIOUS. INQUIRIES. ONLY. It's hard to post our baby for sale, but you now have the opportunity to own The Golden Croissant - an upscale kiosk located in the one and only Sawgrass Mills Mall! Just...",1,2384501,2384501,https://www.bizbuysell.com/start-up-business/the-golden-croissant-specialty-croissant-kiosk-in-sawgrass-mills/2384501/,,20,,0,,,103,1,2384501,,,,,,,FALSE,,,,,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Prime Location Physical Therapy for Sale in New York,"Queens County, NY",,599000,"Prime location physical therapy has just come in the market within Queens County,NJ. Current owners are planning to retire and plan to sell the place,this is a great opportunity for a qualified...",3,2386932,2386932,https://www.bizbuysell.com/business-opportunity/prime-location-physical-therapy-for-sale-in-new-york/2386932/,235000,40,,0,,,104,3,2386932,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,37824,0,0,0,40,,0,,,,
"Profitable Kid's Play & Party Place for Sale in Staten Island, NY","Richmond County, NY",,255000,"Profitable Kid's play ground and party place"" is a ""family entertainment center"" similar to ""Chuck E. Cheese where kid's and families can play games, enjoy a meal, and experience entertainment all...",3,2386926,2386926,https://www.bizbuysell.com/business-opportunity/profitable-kids-play-and-party-place-for-sale-in-staten-island-ny/2386926/,180000,40,,0,,,105,3,2386926,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,37824,0,0,0,40,,0,,,,
"Profitable Coding  Centre for Kids  in Bergen County,NJ","Bergen County, NJ",,275000,"Profitable coding center for kids is located in a busy area of Bergen County, NJ, this is one of the most comprehensive coding program for kids with highly qualified teachers offering interactive live...",3,2386924,2386924,https://www.bizbuysell.com/business-opportunity/profitable-coding-centre-for-kids-in-bergen-county-nj/2386924/,95000,40,,0,,,106,3,2386924,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,37824,0,0,0,40,,0,,,,
Turnkey Ocean Drive Restaurant for Sale – Prime Miami Beach Location,"Miami Beach, FL",,2500000,"A rare opportunity to own a fully operational, beautifully built-out restaurant on world-famous Ocean Drive in Miami Beach. This turnkey asset sale includes all furniture, fixtures, equipment,...",3,2386912,2386912,https://www.bizbuysell.com/business-opportunity/turnkey-ocean-drive-restaurant-for-sale-prime-miami-beach-location/2386912/,,40,850000,0,,,107,3,2386912,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41102,0,0,0,40,,0,,,,
NJ Based Home Health Care Business For Sale,"Bergen County, NJ",,1200000,HS Listing ID-66752 NJ based Home Health Care Business. Top Line Revenue $1.68m Cash flow of $370k a year. Owner is willing stay on for 3 months for a smooth transition if needed. Unlimited...,3,2386903,2386903,https://www.bizbuysell.com/business-opportunity/nj-based-home-health-care-business-for-sale/2386903/,370000,40,,0,,,108,3,2386903,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,28149,0,0,0,40,,0,,,,
2nd Generation Restaurant Space in Las Vegas for Sale,"Las Vegas, NV",,299000,"This current concept is a Mexican themed restaurant. This location is prime for a new full service restaurant with 2 patios, a full bar, a full kitchen, and dining room. Seller Financing Available for...",3,2386896,2386896,https://www.bizbuysell.com/business-opportunity/2nd-generation-restaurant-space-in-las-vegas-for-sale/2386896/,105000,40,,1,0,5200,109,3,2386896,,,,,,,FALSE,,,,NV,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41616,0,0,0,40,,0,,,,
Mosquito Authority,Available in Multiple Locations,,35000,This Recurring Revenue Business Opportunity Offers Multiple Lifestyle Options ,-1,252,252,/franchise-for-sale/mosquito-authority-home-services/,,-1,,,,,-1,-1,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/home-services-franchise/,,,,,
Home-Based HVAC Service & Repair,"Washington County, UT",,425000,"This 25-year-old home-based residential and commercial HVAC installation, service and repair company serves the rapidly growing communities in southern Iron and Washington, Utah counties. They have...",3,2386895,2386895,https://www.bizbuysell.com/business-opportunity/home-based-hvac-service-and-repair/2386895/,260200,40,260200,1,,,110,3,2386895,,,,,,,FALSE,,,,UT,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,2379,0,0,0,40,,0,,,,
2nd Generation Restaurant in Summerlin for Sale,"Las Vegas, NV",,849000,"This restaurant space is currently a Mexican Food concept. This can be converted to any brand needing a full scale restaurant with a bar, full kitchen, dining room and patio option. Inquire now for...",3,2386891,2386891,https://www.bizbuysell.com/business-opportunity/2nd-generation-restaurant-in-summerlin-for-sale/2386891/,205000,40,,1,0,12000,111,3,2386891,,,,,,,FALSE,,,,NV,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41616,0,0,0,40,,0,,,,
Turnkey Indian Restaurant with Loyal Customer Base – Broward County,"Coral Springs, FL",,149000,"Step into ownership of a thriving Indian restaurant located in a high-traffic shopping plaza in Coral Springs. This fully operational and profitable business offers a diverse and flavorful menu, loyal...",3,2386889,2386889,https://www.bizbuysell.com/business-opportunity/turnkey-indian-restaurant-with-loyal-customer-base-broward-county/2386889/,45000,40,,1,,,112,3,2386889,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46471,0,0,0,40,,0,,,,
Printing Company with Prime Commercial Real Estate,"Henderson, NV",,5500000,Established Full-Service Printing Shop with Prime Real Estate SBA Pre-approved! This is a rare opportunity to acquire a well-established and highly reputable full service same-day printing business...,3,2386876,2386876,https://www.bizbuysell.com/business-opportunity/printing-company-with-prime-commercial-real-estate/2386876/,447662,40,,0,,,113,3,2386876,,,,,,,FALSE,,,,NV,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,2408,0,0,0,40,,0,,,,
Profitable Residential Cleaning Business | Minimal Owner Hours,"Waco, TX",,375000,"A rare opportunity to acquire an established cleaning business in Waco, TX — part of one of the nation’s most trusted residential cleaning brands. Backed by a globally recognized franchise system,...",3,2386875,2386875,https://www.bizbuysell.com/business-opportunity/profitable-residential-cleaning-business-minimal-owner-hours/2386875/,124838,40,,1,0,1850,114,3,2386875,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,40539,0,0,0,40,,0,,,,
SG 11002 Texas Fort Worth Granbury Branded Gas Station C Store,"Tarrant County, TX",,1600000,"$1,600,000 plus Inventory for Texas Fort Worth Granbury Branded Gas Station C Store Business and Property. $60,000 in average merchandise sales per month, with higher profit margins. 20,000 in average...",3,2386872,2386872,https://www.bizbuysell.com/business-opportunity/sg-11002-texas-fort-worth-granbury-branded-gas-station-c-store/2386872/,165000,40,,0,,,115,3,2386872,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,8517,0,0,0,40,,0,,,,
Established Non-Emergency Medical Transportation Provider,Tennessee,,930000,"This established medical transportation company provides reliable non-emergency transport services to patients across the region. The business works with healthcare facilities, insurance providers,...",3,2386871,2386871,https://www.bizbuysell.com/business-opportunity/established-non-emergency-medical-transportation-provider/2386871/,,40,,0,0,,116,3,2386871,,,,,,,FALSE,,,,TN,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,42003,0,0,0,40,,0,,,,
Women's Boutique Clothing Store for Sale in Denver,"Denver, CO",,62000,"Opportunity to acquire a successful women's clothing and accessories boutique with a loyal customer base and strong community support. The business is well positioned in a thriving, high-income area...",3,2386869,2386869,https://www.bizbuysell.com/business-opportunity/womens-boutique-clothing-store-for-sale-in-denver/2386869/,34026,40,,1,0,5365.11,117,3,2386869,,,,,,,FALSE,,,,CO,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,19612,0,0,0,40,,0,,,,
